REGIONC,DIVISION,METROMICRO,UATYP10,TYPEHUQ,CELLAR,BASEFIN,ATTIC,ATTICFIN,STORIES,PRKGPLC1,KOWNRENT,YEARMADERANGE,TOTROOMS,NCOMBATH,NHAFBATH,WALLTYPE,ROOFTYPE,DRAFTY,RECBATH,MONTUB,TVCOLOR,TVSIZE1,TVONWD1,TVONWE1,FUELHEAT,TEMPHOME,TEMPGONE,TEMPNITE,MOISTURE,USEMOISTURE,AIRCOND,COOLTYPE,AGECENAC,TEMPHOMEAC,TEMPGONEAC,TEMPNITEAC,BASECOOL,ATTCCOOL,GARGCOOL,NUMCFAN,NOTMOIST,HHSEX,HHAGE,EMPLOYHH,EDUCATION,NUMADULT,NUMCHILD,ATHOME,MONEYPY,ENERGYASST,CDD65,CLIMATE_REGION_PUB,HDD65,KWH,KWHTV1,KWHHTBPMP,KWHHTBHEAT,DOLLAREL,DOLELTV1,DOLELHTBPMP,DOLELHTBHEAT,CUFEETNG,DOLLARNG,GALLONLP,GALLONFO,TOTALDOL,WOODAMT
Northeast,New England,METRO,U,Single-family detached house,Yes,No,No,Not applicable,Two stories,Yes,Rented,1970 to 1979,7,2,0,Siding,Shingles (composition or asphalt),All the time,No,NA,3,40 to 59 inches,4 to 6 hours,4 to 6 hours,Fuel oil/kerosene,64,64,64,No,NA,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,0,Yes,Female,78,Not employed/retired,Some college or Associate’s degree,3,0,5,"Less than $20,000",No,612,Cold/Very Cold,7035,8060.82,189.082,0,0,1472.6,34.46,0,0,0,0,0,730.116,3007.67,NA
West,Mountain North,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1970 to 1979,4,1,0,Brick,Not applicable,Never,No,NA,2,40 to 59 inches,Less than 1 hour,4 to 6 hours,Natural gas from underground pipes,73,68,70,Yes,1,Yes,Central air conditioning system,10 to 14 years old,65,70,70,Not applicable,Not applicable,Not applicable,0,No,Male,33,Employed full-time,"Bachelor’s degree (for example: BA, BS)",3,0,4,"$60,000 to $79,999",No,1313,Cold/Very Cold,4885,3940.462,64.477,0,0,470.61,7.7,0,0,147.139,203.33,0,0,673.93,NA
West,Pacific,METRO,U,Single-family detached house,No,Not applicable,Yes,No,Two stories,Yes,Owned or being bought by someone in your household,1950 to 1959,6,2,1,Siding,Shingles (composition or asphalt),Never,No,NA,4,40 to 59 inches,4 to 6 hours,More than 10 hours,Natural gas from underground pipes,68,66,60,No,NA,Yes,Central air conditioning system,5 to 9 years old,77,75,70,Not applicable,No,No,4,No,Female,44,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,1,5,"$140,000 or more",No,492,Marine,1973,11131.939,314.924,0,0,2887.95,81.7,0,0,349.922,485.3,0,0,3373.25,NA
West,Pacific,METRO,U,Single-family detached house,No,Not applicable,No,Not applicable,One story,Yes,Owned or being bought by someone in your household,1990 to 1999,5,2,0,Stucco,Ceramic or clay tiles,Never,No,NA,2,28 to 39 inches,4 to 6 hours,4 to 6 hours,Natural gas from underground pipes,74,60,70,No,NA,Yes,Central air conditioning system,10 to 14 years old,78,79,80,Not applicable,Not applicable,No,1,No,Male,43,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",1,0,0,"$80,000 to $99,999",No,2571,Hot-Dry/Mixed-Dry,1025,4092.754,224.975,0,0,560.48,30.67,0,0,532.09,773.14,0,0,1333.61,NA
West,Pacific,METRO,R,Single-family detached house,Yes,Yes,No,Not applicable,One story,No,Owned or being bought by someone in your household,Before 1950,8,2,0,Brick,Shingles (composition or asphalt),Never,Yes,12,1,28 to 39 inches,More than 10 hours,More than 10 hours,Propane (bottled gas),75,66,67,No,NA,Yes,Central air conditioning system,10 to 14 years old,72,72,72,No,Not applicable,Not applicable,5,No,Male,71,Not employed/retired,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,0,5,"$120,000 to $139,999",No,2713,Hot-Dry/Mixed-Dry,1881,19223,502.703,509.985,1836.64,3225,84.34,85.56,308.13,0,0,338.254,0,3994.15,0.7
South,South Atlantic,MICRO,R,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,1990 to 1999,3,1,1,Wood,Shingles (composition or asphalt),All the time,No,NA,1,28 to 39 inches,1 to 3 hours,Less than 1 hour,Electricity,64,64,64,No,NA,Yes,Central air conditioning system,2 to 4 years old,75,75,75,Not applicable,Not applicable,Not applicable,4,No,Female,44,Not employed/retired,Some college or Associate’s degree,2,0,5,"Less than $20,000",No,2241,Mixed-Humid,2399,12663.69,41.875,0,0,1480.73,4.89,0,0,0,0,0,0,1480.73,0.5
South,South Atlantic,METRO,R,Single-family detached house,No,Not applicable,No,Not applicable,One story,Yes,Owned or being bought by someone in your household,2000 to 2009,7,2,0,Stucco,Shingles (composition or asphalt),Most of the time,No,NA,2,40 to 59 inches,7 to 10 hours,7 to 10 hours,Electricity,72,72,70,No,NA,Yes,Central air conditioning system,10 to 14 years old,77,80,76,Not applicable,Not applicable,No,5,Yes,Male,66,Not employed/retired,Some college or Associate’s degree,2,0,5,"$60,000 to $79,999",No,4434,Hot-Humid,299,12355.363,311.611,0,0,1482.61,37.34,0,0,0,0,0,0,1482.61,NA
South,South Atlantic,MICRO,R,Single-family detached house,No,Not applicable,Yes,Yes,One story,No,Owned or being bought by someone in your household,Before 1950,7,2,0,Wood,Metal,Never,No,NA,1,60 inches or more,1 to 3 hours,4 to 6 hours,Natural gas from underground pipes,75,70,72,No,NA,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,1,No,Female,41,Employed full-time,Less than high school diploma or GED,3,3,3,"$20,000 - $39,999",No,1715,Mixed-Humid,3243,3864,191.374,0,0,441,21.84,0,0,453.766,591.88,0,0,1032.88,NA
Midwest,East North Central,MICRO,C,Single-family detached house,No,Not applicable,Yes,No,One story,Yes,Owned or being bought by someone in your household,1950 to 1959,5,1,0,Siding,Shingles (composition or asphalt),Most of the time,No,NA,3,40 to 59 inches,7 to 10 hours,More than 10 hours,Natural gas from underground pipes,70,69,69,No,NA,Yes,Central air conditioning system,5 to 9 years old,70,71,71,Not applicable,No,No,1,No,Female,58,Employed full-time,Some college or Associate’s degree,3,0,0,"$100,000 to $119,999",No,989,Cold/Very Cold,5511,3821.222,424.677,0,0,444.48,49.4,0,0,533.265,567.2,0,0,1011.68,NA
Northeast,Middle Atlantic,METRO,C,Single-family detached house,Yes,Yes,Yes,No,Two stories,Yes,Owned or being bought by someone in your household,1960 to 1969,9,1,1,Siding,Shingles (composition or asphalt),Never,No,NA,3,40 to 59 inches,4 to 6 hours,4 to 6 hours,Natural gas from underground pipes,68,65,68,No,NA,Yes,Central air conditioning system,2 to 4 years old,68,72,68,Yes,No,No,1,No,Male,55,Employed full-time,"Master’s, Professional, or Doctorate degree (for example: MA, MS, MBA, MD, JD, PhD)",2,0,5,"$60,000 to $79,999",No,460,Cold/Very Cold,7463,11946.059,194.494,0,0,1480.49,24.1,0,0,914.289,1601.3,0,0,3081.8,NA
West,Pacific,METRO,U,Single-family detached house,No,Not applicable,Yes,No,One story,Yes,Owned or being bought by someone in your household,1950 to 1959,7,2,0,Stucco,Shingles (composition or asphalt),Never,No,NA,7,40 to 59 inches,1 to 3 hours,1 to 3 hours,Natural gas from underground pipes,66,62,65,No,NA,Yes,Central air conditioning system,10 to 14 years old,80,85,70,Not applicable,No,No,5,No,Male,59,Employed full-time,Some college or Associate’s degree,2,0,5,"$140,000 or more",No,1385,Hot-Dry/Mixed-Dry,2059,13028.278,84.574,0,0,1882.54,12.2,0,0,164.124,224.22,0,0,2106.77,NA
Northeast,New England,METRO,U,Single-family detached house,Yes,No,No,Not applicable,Two stories,Yes,Owned or being bought by someone in your household,Before 1950,8,1,1,Wood,Shingles (composition or asphalt),Some of the time,No,NA,2,28 to 39 inches,4 to 6 hours,More than 10 hours,Fuel oil/kerosene,65,60,60,No,NA,Yes,Individual window/wall or portable units,Not applicable,70,70,65,No,Not applicable,No,0,Yes,Female,49,Employed full-time,Some college or Associate’s degree,2,0,2,"$100,000 to $119,999",No,437,Cold/Very Cold,7057,4807.292,163.796,0,0,725.47,24.72,0,0,0,0,0,983.137,2790.88,NA
South,South Atlantic,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Owned or being bought by someone in your household,1970 to 1979,6,2,0,Concrete or concrete block,Not applicable,Never,No,NA,3,28 to 39 inches,4 to 6 hours,7 to 10 hours,Electricity,75,75,70,No,NA,Yes,Central air conditioning system,15 to 19 years old,72,80,68,Not applicable,Not applicable,Not applicable,1,No,Female,51,Employed full-time,"Bachelor’s degree (for example: BA, BS)",2,1,5,"$80,000 to $99,999",No,5117,Hot-Humid,76,10411.677,129.601,0,0,1180.34,14.69,0,0,0,0,0,0,1180.34,NA
Midwest,East North Central,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1970 to 1979,4,1,1,Brick,Not applicable,All the time,No,NA,3,40 to 59 inches,1 to 3 hours,4 to 6 hours,Natural gas from underground pipes,68,68,68,No,NA,Yes,Central air conditioning system,Less than 2 years old,74,74,74,Not applicable,Not applicable,Not applicable,0,No,Female,32,Employed full-time,"Bachelor’s degree (for example: BA, BS)",2,2,1,"$60,000 to $79,999",No,645,Cold/Very Cold,6545,10372.279,114.428,0,0,1238.65,13.64,0,0,438.466,373.11,0,0,1611.76,NA
South,South Atlantic,METRO,U,Single-family detached house,Yes,Yes,Yes,No,One story,Yes,Owned or being bought by someone in your household,1960 to 1969,12,2,0,Siding,Shingles (composition or asphalt),Some of the time,No,NA,5,40 to 59 inches,4 to 6 hours,4 to 6 hours,Electricity,71,71,71,Yes,12,Yes,Central air conditioning system,2 to 4 years old,73,73,73,Yes,No,No,6,No,Female,56,Employed full-time,Some college or Associate’s degree,2,0,5,"$100,000 to $119,999",No,1325,Mixed-Humid,4699,18365.144,234.161,0,0,2427.79,30.96,0,0,0,0,61.972,0,2637.07,NA
Midwest,West North Central,METRO,C,Single-family detached house,Yes,Yes,No,Not applicable,One story,No,Owned or being bought by someone in your household,1960 to 1969,7,2,2,Brick,Shingles (composition or asphalt),Some of the time,No,NA,2,40 to 59 inches,1 to 3 hours,4 to 6 hours,Natural gas from underground pipes,70,60,60,No,NA,Yes,Central air conditioning system,5 to 9 years old,70,80,70,Yes,Not applicable,Not applicable,6,Yes,Male,72,Not employed/retired,Some college or Associate’s degree,2,0,5,"$40,000 - $59,999",No,1365,Mixed-Humid,4594,3688.227,109.339,0,0,584.44,17.24,0,0,263.583,406.48,0,0,990.92,NA
West,Mountain South,METRO,U,Single-family detached house,No,Not applicable,Yes,No,One story,No,Owned or being bought by someone in your household,1970 to 1979,11,3,0,Wood,Shingles (composition or asphalt),Never,No,NA,2,40 to 59 inches,1 to 3 hours,4 to 6 hours,Electricity,70,70,70,No,NA,Yes,Central air conditioning system,5 to 9 years old,75,75,75,Not applicable,No,Not applicable,1,No,Male,62,Employed part-time,"Bachelor’s degree (for example: BA, BS)",4,0,1,"$40,000 - $59,999",No,3684,Hot-Dry/Mixed-Dry,1708,12715.967,139.754,0,0,1648.7,18.12,0,0,0,0,0,0,1648.7,NA
South,East South Atlantic,METRO,U,Single-family attached house,No,Not applicable,No,Not applicable,One story,No,Rented,Before 1950,9,3,0,Wood,Metal,Some of the time,No,NA,2,28 to 39 inches,4 to 6 hours,4 to 6 hours,Electricity,70,68,69,No,NA,Yes,Individual window/wall or portable units,Not applicable,68,68,68,Not applicable,Not applicable,Not applicable,3,No,Female,27,Employed full-time,"Bachelor’s degree (for example: BA, BS)",3,0,5,"$60,000 to $79,999",No,1716,Mixed-Humid,3230,22703,228.492,0,0,2494,25.1,0,0,0,0,0,0,2494,NA
South,South Atlantic,MICRO,R,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,2000 to 2009,9,2,0,Siding,Shingles (composition or asphalt),Some of the time,No,NA,2,28 to 39 inches,4 to 6 hours,7 to 10 hours,Electricity,70,68,66,No,NA,Yes,Central air conditioning system,5 to 9 years old,72,75,68,Not applicable,Not applicable,Not applicable,5,No,Female,75,Not employed/retired,Less than high school diploma or GED,1,0,5,"Less than $20,000",No,1696,Mixed-Humid,3465,13028.935,207.831,0,0,1445.11,23.05,0,0,0,0,0,0,1445.11,NA
Northeast,Middle Atlantic,METRO,U,Single-family detached house,Yes,No,No,Not applicable,One story,Yes,Owned or being bought by someone in your household,2000 to 2009,6,2,1,Siding,Shingles (composition or asphalt),Never,No,NA,4,60 inches or more,4 to 6 hours,1 to 3 hours,Natural gas from underground pipes,68,64,64,Yes,7,Yes,Central air conditioning system,10 to 14 years old,74,80,74,Yes,Not applicable,No,5,No,Female,72,Not employed/retired,Some college or Associate’s degree,2,0,3,"$80,000 to $99,999",No,1089,Cold/Very Cold,5312,6518.439,243.414,0,0,1023.1,38.2,0,0,579.558,618.19,0,0,1641.28,NA
West,Pacific,MICRO,R,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,Before 1950,3,1,0,Wood,Shingles (composition or asphalt),Some of the time,No,NA,1,27 inches or less,4 to 6 hours,4 to 6 hours,Natural gas from underground pipes,74,70,72,No,NA,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,0,No,Male,67,Not employed/retired,High school diploma or GED,1,0,5,"Less than $20,000",No,288,Marine,4533,6345.782,174.143,0,0,587.16,16.11,0,0,425.642,612.14,0,0,1199.3,NA
Midwest,West North Central,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1980 to 1989,5,1,1,Brick,Not applicable,Never,No,NA,1,28 to 39 inches,Less than 1 hour,1 to 3 hours,Natural gas from underground pipes,70,70,66,No,NA,Yes,Central air conditioning system,2 to 4 years old,66,68,65,Not applicable,Not applicable,Not applicable,0,No,Male,23,Employed full-time,Some college or Associate’s degree,2,0,0,"$60,000 to $79,999",No,1155,Cold/Very Cold,5474,3726.41,13.199,0,0,368.09,1.3,0,0,73.502,88.31,0,0,456.39,NA
West,Pacific,MICRO,R,Single-family detached house,No,Not applicable,Yes,No,One story,Yes,Owned or being bought by someone in your household,1970 to 1979,8,2,0,Wood,Shingles (composition or asphalt),Never,No,NA,3,40 to 59 inches,More than 10 hours,More than 10 hours,Electricity,72,72,68,No,NA,Yes,Central air conditioning system,15 to 19 years old,74,74,68,Not applicable,No,Yes,3,No,Female,70,Not employed/retired,Some college or Associate’s degree,2,0,5,"$60,000 to $79,999",No,291,Marine,4523,20794.957,545.832,0,0,1373.07,36.04,0,0,0,0,0,0,1373.07,NA
West,Mountain North,METRO,U,Single-family detached house,Yes,Yes,Yes,No,Two stories,Yes,Owned or being bought by someone in your household,1980 to 1989,18,3,1,Siding,Shingles (composition or asphalt),Never,No,NA,2,40 to 59 inches,7 to 10 hours,7 to 10 hours,Natural gas from underground pipes,70,69,69,No,NA,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,3,No,Male,50,Employed full-time,"Bachelor’s degree (for example: BA, BS)",2,4,5,"$120,000 to $139,999",No,1637,Cold/Very Cold,3911,11346.993,313.903,0,0,1431.21,39.53,0,0,1205.507,1057.68,0,0,2488.89,NA
Northeast,Middle Atlantic,METRO,U,Apartment in a building with 2 to 4 units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,Before 1950,3,1,0,Brick,Ceramic or clay tiles,Some of the time,No,NA,2,27 inches or less,More than 10 hours,More than 10 hours,Fuel oil/kerosene,65,65,55,No,NA,Yes,Individual window/wall or portable units,Not applicable,73,73,70,Not applicable,Not applicable,Not applicable,1,No,Female,69,Not employed/retired,Less than high school diploma or GED,2,0,5,"Less than $20,000",No,1943,Mixed-Humid,4263,3363,521.879,0,0,571,88.61,0,0,0,0,0,325.486,1442.55,NA
South,West South Atlantic,METRO,R,Single-family detached house,No,Not applicable,Yes,No,One story,No,Owned or being bought by someone in your household,1980 to 1989,5,2,0,Siding,Shingles (composition or asphalt),Some of the time,No,NA,2,28 to 39 inches,1 to 3 hours,4 to 6 hours,Natural gas from underground pipes,75,75,75,No,NA,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,2,No,Male,58,Not employed/retired,High school diploma or GED,2,0,5,"$20,000 - $39,999",No,3183,Hot-Humid,1324,5944.629,138.155,0,0,564.38,13.12,0,0,611.968,821.11,0,0,1385.49,NA
Northeast,Middle Atlantic,METRO,U,Single-family attached house,Yes,No,No,Not applicable,Three stories,No,Rented,1950 to 1959,8,1,0,Brick,Shingles (composition or asphalt),Most of the time,No,NA,3,60 inches or more,More than 10 hours,More than 10 hours,Natural gas from underground pipes,75,75,70,No,NA,Yes,Individual window/wall or portable units,Not applicable,73,73,73,No,Not applicable,Not applicable,1,No,Female,36,Not employed/retired,High school diploma or GED,3,2,5,"Less than $20,000",No,932,Mixed-Humid,5439,7918.792,899.99,0,0,1201.78,136.59,0,0,2000.527,2274.61,0,0,3476.39,NA
South,South Atlantic,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1980 to 1989,4,1,0,Concrete or concrete block,Not applicable,Most of the time,No,NA,2,28 to 39 inches,More than 10 hours,7 to 10 hours,Electricity,74,74,76,No,NA,Yes,Central air conditioning system,20 years or older,77,77,76,Not applicable,Not applicable,Not applicable,3,No,Female,47,Not employed/retired,Some college or Associate’s degree,4,0,5,"$20,000 - $39,999",No,3216,Hot-Humid,866,13802.004,275.062,0,0,2156.71,42.98,0,0,0,0,0,0,2156.71,NA
South,South Atlantic,MICRO,R,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,1970 to 1979,6,1,0,Brick,Metal,Some of the time,No,NA,2,28 to 39 inches,1 to 3 hours,4 to 6 hours,Wood (cordwood or pellets),70,65,59,No,NA,Yes,Central air conditioning system,10 to 14 years old,58,58,60,Not applicable,Not applicable,Not applicable,2,No,Male,66,Not employed/retired,High school diploma or GED,2,1,5,"$20,000 - $39,999",No,1752,Mixed-Humid,3042,20213.639,69.948,0,0,3057.34,10.57,0,0,26.684,32,0,0,3089.34,5
South,East South Atlantic,MICRO,R,Mobile home,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Occupied without payment of rent,2000 to 2009,8,1,1,Siding,Shingles (composition or asphalt),All the time,No,NA,4,40 to 59 inches,More than 10 hours,More than 10 hours,Electricity,74,68,72,No,NA,No,Not applicable,Not applicable,NA,NA,NA,Not applicable,Not applicable,Not applicable,1,No,Female,39,Not employed/retired,High school diploma or GED,2,2,5,"Less than $20,000",No,2013,Mixed-Humid,2534,22172.69,702.124,0,0,2806.64,88.88,0,0,0,0,0,0,2806.64,0.5
South,East South Atlantic,METRO,U,Single-family detached house,No,Not applicable,No,Not applicable,One story,No,Owned or being bought by someone in your household,1950 to 1959,6,1,0,Brick,Shingles (composition or asphalt),Some of the time,No,NA,3,40 to 59 inches,More than 10 hours,4 to 6 hours,Electricity,69,69,69,No,NA,Yes,Central air conditioning system,5 to 9 years old,70,70,70,Not applicable,Not applicable,Not applicable,4,No,Female,61,Employed full-time,Some college or Associate’s degree,1,0,3,"$20,000 - $39,999",No,1807,Mixed-Humid,3190,12114.152,441.686,0,0,1354.28,49.38,0,0,0,0,0,0,1354.28,NA
West,Pacific,METRO,U,Apartment in a building with 5 or more units,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Rented,1970 to 1979,5,2,0,Stucco,Not applicable,Most of the time,No,NA,3,28 to 39 inches,7 to 10 hours,4 to 6 hours,Natural gas from underground pipes,75,55,80,No,NA,Yes,Individual window/wall or portable units,Not applicable,68,68,60,Not applicable,Not applicable,Not applicable,1,No,Female,31,Employed full-time,"Bachelor’s degree (for example: BA, BS)",2,0,3,"$60,000 to $79,999",No,2282,Hot-Dry/Mixed-Dry,919,5997.774,160.964,0,0,1015.01,27.24,0,0,128.522,141.66,0,0,1156.68,NA
